Callable Debt Outstanding Detail Report as of 08/08/2025,,,,,,,,,
This report includes all of Fannie Mae fixed and floating-rate callable debt securities,,,,,,,,,
"* For zero coupon securities, the amount reflects current face outstanding to be paid to investors at maturity.",,,,,,,,,
,,,,,,,,,
Callable Debt Outstanding,,,,,,,,,
Issue Date,Maturity Date,CUSIP,First Call Date,Call Type,Coupon Type,Call Frequency,Structure,Coupon,Amount
2024-10-07 00:00:00,2027-10-07 00:00:00,3135GAW49,2025-04-07 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.50,4.5,15000000
2024-10-04 00:00:00,2028-10-04 00:00:00,3135GAVV0,2025-04-04 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 0.50,4,15000000
2024-10-03 00:00:00,2029-10-03 00:00:00,3135GAVQ1,2025-04-03 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,4.02,15000000
2024-10-02 00:00:00,2028-10-02 00:00:00,3135GAVH1,2025-10-02 00:00:00,European,Fixed,One Time,4.00 NC 1.00,4,20000000
2024-10-02 00:00:00,2028-10-02 00:00:00,3135GAVS7,2026-04-02 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 1.50,3.91,160000000
2024-10-01 00:00:00,2029-10-01 00:00:00,3135GAVK4,2025-10-01 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4.27,25000000
2024-09-30 00:00:00,2026-09-30 00:00:00,3135GAVJ7,2025-09-30 00:00:00,Bermudan,Fixed,Quarterly,2.00 NC 1.00,3.375,30000000
2024-09-30 00:00:00,2029-09-26 00:00:00,3135GAVL2,2025-09-26 00:00:00,Bermudan,Fixed,Annually,4.99 NC 0.99,3.625,15000000
2024-09-30 00:00:00,2028-12-27 00:00:00,3135GAVM0,2024-12-27 00:00:00,Bermudan,Fixed,Annually,4.24 NC 0.24,4,10000000
2024-09-30 00:00:00,2029-06-27 00:00:00,3135GAVP3,2025-06-27 00:00:00,Bermudan,Fixed,Annually,4.74 NC 0.74,3.625,25000000
2024-09-27 00:00:00,2027-09-24 00:00:00,3135GAVG3,2025-09-24 00:00:00,Bermudan,Fixed,Annually,2.99 NC 0.99,3.375,15000000
2024-09-26 00:00:00,2029-09-26 00:00:00,3135GAV73,2025-03-26 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,4.68,50000000
2024-09-26 00:00:00,2027-09-24 00:00:00,3135GAVE8,2025-09-24 00:00:00,European,Fixed,One Time,2.99 NC 0.99,3.5,30000000
2024-09-26 00:00:00,2027-09-24 00:00:00,3135GAVF5,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.99,3,15000000
2024-09-24 00:00:00,2029-09-24 00:00:00,3135GAVD0,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,3.875,15000000
2024-09-23 00:00:00,2027-09-23 00:00:00,3135GAVC2,2025-09-23 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.05,25000000
2024-09-20 00:00:00,2027-09-17 00:00:00,3135GAV65,2025-09-17 00:00:00,Bermudan,Fixed,Annually,2.99 NC 0.99,3.375,30000000
2024-09-20 00:00:00,2027-09-17 00:00:00,3135GAVB4,2025-09-17 00:00:00,Bermudan,Fixed,Annually,2.99 NC 0.99,3.375,15000000
2024-09-19 00:00:00,2028-09-19 00:00:00,3135GAV81,2025-03-19 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 0.50,4.01,15000000
2024-09-19 00:00:00,2029-09-19 00:00:00,3135GAV99,2025-03-19 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,4.05,50000000
2024-09-19 00:00:00,2027-09-17 00:00:00,3135GAVA6,2025-09-17 00:00:00,Bermudan,Fixed,Annually,2.99 NC 0.99,3.375,10000000
2024-09-17 00:00:00,2027-09-17 00:00:00,3135GAV24,2025-03-17 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4,15000000
2024-09-17 00:00:00,2027-09-17 00:00:00,3135GAV40,2025-09-17 00:00:00,European,Fixed,One Time,3.00 NC 1.00,3.5,25000000
2024-09-17 00:00:00,2025-09-30 00:00:00,3135GAV57,2024-12-30 00:00:00,Bermudan,Fixed,Monthly,1.03 NC 0.28,3.75,38000000
2024-09-16 00:00:00,2027-09-17 00:00:00,3135GAV32,2025-03-17 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4,50000000
2024-09-13 00:00:00,2027-09-13 00:00:00,3135GAUY5,2025-03-13 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4,15000000
2024-09-13 00:00:00,2029-09-06 00:00:00,3135GAUZ2,2025-06-06 00:00:00,Bermudan,Fixed,Quarterly,4.98 NC 0.73,4.5,15000000
2024-09-11 00:00:00,2029-09-11 00:00:00,3135GAUX7,2025-09-11 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,4,15000000
2024-09-10 00:00:00,2029-09-10 00:00:00,3135GAUU3,2025-09-10 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,3.75,15000000
2024-09-10 00:00:00,2028-03-10 00:00:00,3135GAUV1,2025-03-10 00:00:00,Bermudan,Fixed,Quarterly,3.50 NC 0.50,4,15000000
2024-09-10 00:00:00,2029-09-10 00:00:00,3135GAUW9,2025-09-10 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,3.75,45000000
2024-09-06 00:00:00,2027-09-03 00:00:00,3135GAUQ2,2025-03-03 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.49,4,15000000
2024-09-06 00:00:00,2029-09-04 00:00:00,3135GAUT6,2025-03-04 00:00:00,Bermudan,Fixed,Quarterly,4.99 NC 0.49,4.1,15000000
2024-09-05 00:00:00,2028-09-05 00:00:00,3135GAUM1,2025-09-05 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 1.00,4,15000000
2024-09-05 00:00:00,2028-09-05 00:00:00,3135GAUN9,2025-03-05 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 0.50,4.125,15000000
2024-09-03 00:00:00,2027-09-03 00:00:00,3135GAUL3,2025-03-03 00:00:00,Bermudan,Fixed,SemiAnnually,3.00 NC 0.50,4,10000000
2024-08-30 00:00:00,2029-08-28 00:00:00,3135GAUF6,2025-08-28 00:00:00,Bermudan,Fixed,Quarterly,4.99 NC 0.99,4,15000000
2024-08-30 00:00:00,2028-08-28 00:00:00,3135GAUH2,2025-08-28 00:00:00,Bermudan,Fixed,Quarterly,3.99 NC 0.99,4,15000000
2024-08-30 00:00:00,2029-08-28 00:00:00,3135GAUJ8,2025-02-28 00:00:00,Bermudan,Fixed,Quarterly,4.99 NC 0.50,4.05,30000000
2024-08-30 00:00:00,2029-08-27 00:00:00,3135GAUK5,2025-02-27 00:00:00,Bermudan,Fixed,Quarterly,4.99 NC 0.50,4.1,15000000
2024-08-29 00:00:00,2028-08-21 00:00:00,3135GAUG4,2025-08-21 00:00:00,Bermudan,Fixed,Quarterly,3.98 NC 0.98,4.5,15000000
2024-08-27 00:00:00,2030-08-27 00:00:00,3135GAUE9,2025-02-27 00:00:00,Bermudan,Fixed,Quarterly,6.00 NC 0.50,5.117,50000000
2024-08-26 00:00:00,2027-08-26 00:00:00,3135GAUD1,2025-08-26 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,3.5,15000000
2024-08-22 00:00:00,2029-08-22 00:00:00,3135GAUB5,2025-08-22 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,4,15000000
2024-08-21 00:00:00,2027-08-20 00:00:00,3135GAUA7,2025-08-20 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.5,17500000
2024-08-20 00:00:00,2029-08-20 00:00:00,3135GAU82,2025-08-20 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4,20000000
2024-08-16 00:00:00,2027-08-13 00:00:00,3135GAU74,2025-02-13 00:00:00,Bermudan,Fixed,SemiAnnually,2.99 NC 0.50,4,10000000
2024-08-14 00:00:00,2028-08-14 00:00:00,3135GAU58,2025-08-14 00:00:00,European,Fixed,One Time,4.00 NC 1.00,3.62,40000000
2024-08-12 00:00:00,2027-08-12 00:00:00,3135GAU66,2025-08-12 00:00:00,European,Fixed,One Time,3.00 NC 1.00,3.475,25000000
2024-08-06 00:00:00,2029-08-06 00:00:00,3135GAU25,2025-08-06 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4.375,15000000
2024-08-06 00:00:00,2028-08-07 00:00:00,3135GAU33,2025-08-07 00:00:00,Bermudan,Fixed,Annually,4.00 NC 1.00,4.25,15000000
2024-06-28 00:00:00,2029-06-26 00:00:00,3135GATY7,2025-12-26 00:00:00,European,Fixed,One Time,4.99 NC 1.49,5.05,15000000
2024-06-07 00:00:00,2027-10-01 00:00:00,3135GATP6,2025-10-01 00:00:00,European,Fixed,One Time,3.32 NC 1.32,5.05,150000000
2024-05-17 00:00:00,2028-05-17 00:00:00,3135GASJ1,2025-11-17 00:00:00,European,Fixed,One Time,4.00 NC 1.50,4.5,10000000
2024-05-10 00:00:00,2029-05-10 00:00:00,3135GARW3,2025-11-10 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.50,5.48,50000000
2024-05-03 00:00:00,2029-05-03 00:00:00,3135GARS2,2025-11-03 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.50,5.45,25000000
2024-04-26 00:00:00,2029-04-24 00:00:00,3135GARV5,2025-10-24 00:00:00,European,Fixed,One Time,4.99 NC 1.49,4.875,25000000
2024-04-26 00:00:00,2027-12-01 00:00:00,3135GAS51,2025-12-01 00:00:00,European,Fixed,One Time,3.60 NC 1.60,4.75,45000000
2024-04-12 00:00:00,2028-10-02 00:00:00,3135GAR78,2027-04-02 00:00:00,European,Fixed,One Time,4.47 NC 2.97,4.55,150000000
2024-04-11 00:00:00,2029-04-11 00:00:00,3135GAR60,2025-04-11 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 1.00,3.5,10000000
2024-04-09 00:00:00,2027-04-09 00:00:00,3135GAQU8,2025-04-09 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.25,15000000
2024-04-02 00:00:00,2026-10-02 00:00:00,3135GAQV6,2025-04-02 00:00:00,Bermudan,Fixed,Quarterly,2.50 NC 1.00,4.5,15000000
2024-04-02 00:00:00,2027-04-02 00:00:00,3135GAQW4,2025-01-02 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.75,4.25,30000000
2024-03-26 00:00:00,2027-03-26 00:00:00,3135GAQK0,2025-09-26 00:00:00,European,Fixed,One Time,3.00 NC 1.50,4.875,15000000
2024-02-12 00:00:00,2027-08-12 00:00:00,3135GANM9,2025-02-12 00:00:00,Bermudan,Fixed,Quarterly,3.50 NC 1.00,4,15000000
2024-02-05 00:00:00,2027-08-05 00:00:00,3135GAMY4,2025-02-05 00:00:00,Bermudan,Fixed,Quarterly,3.50 NC 1.00,4,25000000
2024-01-22 00:00:00,2026-12-14 00:00:00,3135GAM40,2025-01-22 00:00:00,European,Fixed,One Time,2.89 NC 1.00,4,50000000
2024-01-17 00:00:00,2029-01-17 00:00:00,3135GALY5,2025-01-17 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.25,35000000
2024-01-16 00:00:00,2028-01-14 00:00:00,3135GALW9,2025-01-14 00:00:00,Bermudan,Fixed,Quarterly,3.99 NC 1.00,4.5,15000000
2022-08-30 00:00:00,2025-08-28 00:00:00,3135G06V0,2022-11-28 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.25,4.125,300000000
2022-08-30 00:00:00,2025-08-28 00:00:00,3135GACV1,2023-02-28 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4,50000000
2022-08-30 00:00:00,2025-08-28 00:00:00,3135GACX7,2023-08-28 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.99,3.85,25000000
2021-01-29 00:00:00,2031-01-29 00:00:00,3135GACE9,2021-07-29 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 0.50,1.05,10000000
2021-01-28 00:00:00,2026-01-28 00:00:00,3135G06R9,2021-07-28 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,0.55,300000000
2021-01-27 00:00:00,2032-01-27 00:00:00,3135GACK5,2023-01-27 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 2.00,1.31,110000000
2021-01-27 00:00:00,2033-01-27 00:00:00,3135GACP4,2022-01-27 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.00,1.61,50000000
2021-01-26 00:00:00,2029-01-26 00:00:00,3135GAC82,2021-07-26 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 0.50,1.05,25000000
2021-01-26 00:00:00,2028-01-26 00:00:00,3135GACB5,2021-07-26 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,0.875,25000000
2021-01-25 00:00:00,2036-01-25 00:00:00,3135GACR0,2022-01-25 00:00:00,Bermudan,Fixed,Quarterly,15.00 NC 1.00,1.9,100000000
2021-01-22 00:00:00,2026-01-22 00:00:00,3135GAC58,2021-07-22 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,0.53,25000000
2021-01-21 00:00:00,2026-01-21 00:00:00,3135GAC66,2022-01-21 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,0.5,25000000
2021-01-21 00:00:00,2031-01-21 00:00:00,3135GACD1,2021-07-21 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 0.50,1.3,15000000
2021-01-21 00:00:00,2030-10-21 00:00:00,3135GACH2,2021-07-21 00:00:00,Bermudan,Fixed,Quarterly,9.75 NC 0.50,1.22,30000000
2021-01-20 00:00:00,2028-01-20 00:00:00,3135GACC3,2021-07-20 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,0.875,15000000
2021-01-20 00:00:00,2031-10-20 00:00:00,3135GACF6,2021-07-20 00:00:00,Bermudan,Fixed,Quarterly,10.75 NC 0.50,1.35,15000000
2021-01-20 00:00:00,2033-01-20 00:00:00,3135GACG4,2022-07-20 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.49,1.36,65000000
2021-01-20 00:00:00,2033-01-20 00:00:00,3135GACM1,2022-01-20 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.00,1.4,15000000
2021-01-20 00:00:00,2033-01-20 00:00:00,3135GACN9,2022-01-20 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.00,1.55,75000000
2021-01-19 00:00:00,2028-01-19 00:00:00,3135GACQ2,2021-07-19 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,1.02,25000000
2021-01-14 00:00:00,2033-01-14 00:00:00,3135GAC74,2022-01-14 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.00,1.3,15000000
2021-01-14 00:00:00,2036-01-14 00:00:00,3135GACJ8,2026-01-14 00:00:00,European,Fixed,One Time,15.00 NC 5.00,1.68,150000000
2021-01-14 00:00:00,2036-01-14 00:00:00,3135GACL3,2026-01-14 00:00:00,European,Fixed,One Time,15.00 NC 5.00,1.68,25000000
2020-12-30 00:00:00,2025-12-30 00:00:00,3135G06Q1,2021-12-30 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,0.64,300000000
2020-12-30 00:00:00,2030-12-30 00:00:00,3135GA6Y2,2022-12-30 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 2.00,1.26,40000000
2020-12-30 00:00:00,2025-12-30 00:00:00,3135GABA8,2021-06-30 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,0.625,60000000
2020-12-30 00:00:00,2032-12-30 00:00:00,3135GABF7,2021-12-30 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.00,1.55,50000000
2020-12-30 00:00:00,2025-12-30 00:00:00,3135GABG5,2022-12-30 00:00:00,Bermudan,Fixed,Annually,5.00 NC 2.00,0.5,60000000
2020-12-30 00:00:00,2030-12-30 00:00:00,3135GABJ9,2021-12-30 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 1.00,1.3,25000000
2020-12-30 00:00:00,2027-12-30 00:00:00,3135GABK6,2021-12-30 00:00:00,Bermudan,Fixed,Annually,7.00 NC 1.00,0.9,45000000
2020-12-30 00:00:00,2025-12-30 00:00:00,3135GABM2,2022-03-30 00:00:00,European,Fixed,One Time,5.00 NC 1.25,0.52,35000000
2020-12-30 00:00:00,2031-12-30 00:00:00,3135GABX8,2021-06-30 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 0.50,1.5,20000000
2020-12-29 00:00:00,2027-12-29 00:00:00,3135GA6Q9,2021-06-29 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,1,50000000
2020-12-29 00:00:00,2026-06-29 00:00:00,3135GAB34,2021-06-29 00:00:00,Bermudan,Fixed,Quarterly,5.50 NC 0.50,0.75,15000000
2020-12-29 00:00:00,2028-12-29 00:00:00,3135GAB67,2021-12-29 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 1.00,0.95,15000000
2020-12-29 00:00:00,2025-12-29 00:00:00,3135GABS9,2021-12-29 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,0.57,20000000
2020-12-28 00:00:00,2027-12-28 00:00:00,3135GA7G0,2021-12-28 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,0.95,50000000
2020-12-28 00:00:00,2028-12-28 00:00:00,3135GAB83,2021-12-28 00:00:00,Bermudan,Fixed,Annually,8.00 NC 1.00,1.05,15000000
2020-12-24 00:00:00,2026-06-24 00:00:00,3135GA6A4,2022-06-24 00:00:00,Bermudan,Fixed,Annually,5.50 NC 1.50,0.65,30000000
2020-12-24 00:00:00,2029-12-24 00:00:00,3135GAAR2,2021-06-24 00:00:00,Bermudan,Fixed,Quarterly,9.00 NC 0.50,1.25,15000000
2020-12-24 00:00:00,2026-12-24 00:00:00,3135GAB91,2021-06-24 00:00:00,Bermudan,Fixed,Quarterly,6.00 NC 0.50,0.78,25000000
2020-12-23 00:00:00,2028-06-23 00:00:00,3135GA5V9,2021-12-23 00:00:00,Bermudan,Fixed,Quarterly,7.50 NC 1.00,1,55000000
2020-12-23 00:00:00,2025-12-23 00:00:00,3135GA6E6,2021-06-23 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,0.67,100000000
2020-12-23 00:00:00,2027-12-23 00:00:00,3135GA6G1,2021-06-23 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,1.03,15000000
2020-12-23 00:00:00,2025-12-23 00:00:00,3135GA7D7,2021-12-23 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,0.6,35000000
2020-12-23 00:00:00,2030-12-23 00:00:00,3135GAAB7,2021-06-23 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 0.50,1.375,15000000
2020-12-23 00:00:00,2032-12-23 00:00:00,3135GAAM3,2021-06-23 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 0.50,1.5,15000000
2020-12-23 00:00:00,2030-12-23 00:00:00,3135GAAS0,2021-06-23 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 0.50,1.4,45000000
2020-12-23 00:00:00,2031-12-23 00:00:00,3135GAAX9,2021-12-23 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 1.00,1.5,15000000
2020-12-23 00:00:00,2028-06-23 00:00:00,3135GAB26,2021-06-23 00:00:00,Bermudan,Fixed,Quarterly,7.50 NC 0.50,1,15000000
2020-12-23 00:00:00,2026-12-23 00:00:00,3135GABB6,2021-12-23 00:00:00,Bermudan,Fixed,Annually,6.00 NC 1.00,0.75,60000000
2020-12-22 00:00:00,2028-12-22 00:00:00,3135GA6N6,2021-12-22 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 1.00,1.07,35000000
2020-12-22 00:00:00,2027-03-22 00:00:00,3135GA6S5,2022-06-22 00:00:00,Bermudan,Fixed,Quarterly,6.25 NC 1.50,0.771,25000000
2020-12-22 00:00:00,2027-12-22 00:00:00,3135GA6U0,2021-06-22 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,1,100000000
2020-12-22 00:00:00,2028-06-22 00:00:00,3135GA7H8,2021-06-22 00:00:00,Bermudan,Fixed,Annually,7.50 NC 0.50,1,25000000
2020-12-22 00:00:00,2026-06-22 00:00:00,3135GA7M7,2021-12-22 00:00:00,Bermudan,Fixed,Quarterly,5.50 NC 1.00,0.7,45000000
2020-12-22 00:00:00,2029-06-22 00:00:00,3135GAAA9,2023-12-22 00:00:00,Bermudan,Fixed,SemiAnnually,8.50 NC 3.00,1,15000000
2020-12-22 00:00:00,2028-12-22 00:00:00,3135GAAY7,2021-06-22 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 0.50,1.125,15000000
2020-12-22 00:00:00,2032-12-22 00:00:00,3135GABH3,2022-12-22 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 2.00,1.25,45000000
2020-12-22 00:00:00,2027-12-22 00:00:00,3135GABW0,2022-12-22 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 2.00,0.875,15000000
2020-12-22 00:00:00,2026-06-22 00:00:00,3135GABY6,2021-12-22 00:00:00,Bermudan,Fixed,Quarterly,5.50 NC 1.00,0.7,35000000
2020-12-21 00:00:00,2028-12-21 00:00:00,3135GAA27,2021-06-21 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 0.50,1.1,25000000
2020-12-21 00:00:00,2032-12-21 00:00:00,3135GAAC5,2021-12-21 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.00,1.525,100000000
2020-12-21 00:00:00,2027-12-21 00:00:00,3135GAAG6,2022-03-21 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.25,0.915,25000000
2020-12-18 00:00:00,2026-12-18 00:00:00,3135G06L2,2021-06-18 00:00:00,Bermudan,Fixed,Quarterly,6.00 NC 0.50,0.875,1000000000
2020-12-18 00:00:00,2025-12-18 00:00:00,3135GA5R8,2021-06-18 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,0.625,25000000
2020-12-18 00:00:00,2031-12-18 00:00:00,3135GAA50,2021-06-18 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 0.50,1.5,40000000
2020-12-18 00:00:00,2031-12-18 00:00:00,3135GAAU5,2021-06-18 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 0.50,1.5,85000000
2020-12-18 00:00:00,2030-12-18 00:00:00,3135GABC4,2021-06-18 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 0.50,1.38,15000000
2020-12-17 00:00:00,2025-12-17 00:00:00,3135G06K4,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,0.65,300000000
2020-12-17 00:00:00,2025-12-17 00:00:00,3135G06N8,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,0.65,300000000
2020-12-17 00:00:00,2025-12-17 00:00:00,3135GA6B2,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,0.625,60000000
2020-12-17 00:00:00,2029-12-17 00:00:00,3135GA6R7,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,9.00 NC 1.00,1.2,15000000
2020-12-17 00:00:00,2026-12-17 00:00:00,3135GA7C9,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,6.00 NC 1.00,0.77,40000000
2020-12-17 00:00:00,2030-12-17 00:00:00,3135GAAK7,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 1.00,1.3,50000000
2020-12-17 00:00:00,2025-12-17 00:00:00,3135GAAN1,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,0.6,20000000
2020-12-17 00:00:00,2027-12-17 00:00:00,3135GAAQ4,2022-06-17 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.50,0.9,25000000
2020-12-17 00:00:00,2030-12-17 00:00:00,3135GAAT8,2021-12-17 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 1.00,1.32,25000000
2020-12-16 00:00:00,2031-12-16 00:00:00,3135GA6T3,2022-12-16 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 2.00,1.36,50000000
2020-12-16 00:00:00,2031-12-16 00:00:00,3135GA6V8,2021-12-16 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 1.00,1.4,30000000
2020-12-16 00:00:00,2030-12-16 00:00:00,3135GA7K1,2023-06-16 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 2.50,1.2,50000000
2020-12-16 00:00:00,2031-12-16 00:00:00,3135GAA84,2022-12-16 00:00:00,Bermudan,Fixed,Quarterly,11.00 NC 2.00,1.35,50000000
2020-12-16 00:00:00,2034-06-16 00:00:00,3135GAAH4,2021-06-16 00:00:00,Bermudan,Fixed,Quarterly,13.50 NC 0.50,1.62,25000000
2020-12-16 00:00:00,2030-12-16 00:00:00,3135GABD2,2021-12-16 00:00:00,Bermudan,Fixed,Annually,10.00 NC 1.00,1.33,50000000
2020-12-15 00:00:00,2028-06-15 00:00:00,3135GA6F3,2021-06-15 00:00:00,Bermudan,Fixed,Quarterly,7.50 NC 0.50,1.06,25000000
2020-12-15 00:00:00,2028-12-15 00:00:00,3135GAAP6,2021-12-15 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 1.00,1.1,100000000
2020-12-15 00:00:00,2033-12-15 00:00:00,3135GABZ3,2022-12-15 00:00:00,Bermudan,Fixed,Quarterly,13.00 NC 2.00,1.4,15000000
2020-12-14 00:00:00,2028-12-14 00:00:00,3135GA5X5,2021-06-14 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 0.50,1.12,100000000
2020-12-14 00:00:00,2028-12-14 00:00:00,3135GA6C0,2021-12-14 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 1.00,1,50000000
2020-12-14 00:00:00,2028-12-14 00:00:00,3135GA7B1,2023-12-14 00:00:00,Bermudan,Fixed,SemiAnnually,8.00 NC 3.00,0.95,50000000
2020-12-14 00:00:00,2034-06-14 00:00:00,3135GAA35,2021-06-14 00:00:00,Bermudan,Fixed,Quarterly,13.50 NC 0.50,1.72,40000000
2020-12-14 00:00:00,2028-12-14 00:00:00,3135GAA68,2022-12-14 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 2.00,1,50000000
2020-12-14 00:00:00,2027-12-14 00:00:00,3135GAB42,2022-12-14 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 2.00,0.875,15000000
2020-12-10 00:00:00,2025-12-10 00:00:00,3135G06J7,2021-06-10 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,0.65,800000000
2020-12-10 00:00:00,2032-12-10 00:00:00,3135GAA92,2021-12-10 00:00:00,Bermudan,Fixed,Quarterly,12.00 NC 1.00,1.5,35000000
2020-12-10 00:00:00,2030-12-10 00:00:00,3135GAC41,2021-12-10 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 1.00,1.33,50000000
2020-12-09 00:00:00,2033-12-09 00:00:00,3135GA5P2,2021-12-09 00:00:00,Bermudan,Fixed,Quarterly,13.00 NC 1.00,1.51,15000000
2020-12-09 00:00:00,2030-12-09 00:00:00,3135GA6X4,2022-12-09 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 2.00,1.24,50000000
2020-12-09 00:00:00,2030-12-09 00:00:00,3135GA6Z9,2021-12-09 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 1.00,1.33,50000000
2020-12-08 00:00:00,2028-12-08 00:00:00,3135G06P3,2022-12-08 00:00:00,Bermudan,Fixed,Quarterly,8.00 NC 2.00,1.04,300000000
